Order,Family,Taxon_name_original,Taxon_name_analysis,Local_Status,Global_Status,MinAge,MaxAge,Site,Island,Source,Criteria
Eulipotyphla,Soricidae,Crocidura_dsinezumi,Crocidura_dsinezumi,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Talpidae,Urotrichus_talpoides,Urotrichus_talpoides,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Talpidae,Mogera_wogura,Mogera_wogura,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Rhinolophidae,Rhinolophus_ferrumequinum,Rhinolophus_ferrumequinum,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Rhinolophidae,Rhinolophus_cornutus,Rhinolophus_cornutus,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Vespertilionidae,Murina_aurata,Murina_aurata,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Vespertilionidae,Murina_leucogaster,Murina_leucogaster,extinct,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Miniopteridae,Miniopterus_schreibersii,Miniopterus_schreibersii,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Sciuridae,Petaurista_leucogenys,Petaurista_leucogenys,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_montebelli,Microtus_montebelli,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Myodes_smithii,Myodes_smithii,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Apodemus_speciosus,Apodemus_speciosus,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Apodemus_argenteus,Apodemus_argenteus,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Gliridae,Glirulus_japonicus,Glirulus_japonicus,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Canidae,Canis_lupus,Canis_lupus,extinct,extant,0.00295,0.00895,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988: Hall 2001,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Canidae,Nyctereutes_viverrinus,Nyctereutes_viverrinus,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Ursidae,Ursus_thibetanus,Ursus_thibetanus,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Mustelidae,Mustela_erminea,Mustela_erminea,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Mustelidae,Martes_melampus,Martes_melampus,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Mustelidae,Lutra_lutra,Lutra_lutra,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Felidae,Lynx_lynx,Lynx_lynx,extinct,extant,0.00595,0.00895,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988: Hall 2001,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Cervus_nippon,Cervus_nippon,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Bovidae,Capricornis_crispus,Capricornis_crispus,extant,extant,0.008276,0.0117,Kannondo Cave: Taishaku kyo sites: Hiroshima Prefecture,Honshu,Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Proboscidea,Elephantidae,Mammuthus_primigenius,Mammuthus_primigenius,extinct,extinct,0.026261,0.029837,Off Onsentsu: Shimane Prefecture,Honshu,Takahashi et al. 2006: Iwase et al. 2012,Direct dates
Proboscidea,Elephantidae,Mammuthus_trogontherii,Mammuthus_trogontherii,extinct,extinct,0.91,1.21,Fukui: Ibaraki City: Osaka ,Honshu,Konishi & Yoshikawa 1999: Nikiforova & De Aguirre Enriquez 1997,Other geochronological data or stratigraphy
Proboscidea,Elephantidae,Mammuthus_trogontherii,Mammuthus_trogontherii,extinct,extinct,0.5,1.3,Nishio: Ono: Otsu City: Shiga Prefecture,Honshu,Takahashi 2020,Other geochronological data or stratigraphy
Proboscidea,Elephantidae,Mammuthus_trogontherii,Mammuthus_trogontherii,extinct,extinct,0.5,1.3,Ushiroyama: Manosagawa City: Otsu City: Shiga Prefecture,Honshu,Takahashi 2020,Other geochronological data or stratigraphy
Proboscidea,Elephantidae,Mammuthus_trogontherii,Mammuthus_trogontherii,extinct,extinct,0.5,1.3,Miyagidani: Ogi City: Otsu City: Shiga Prefecture,Honshu,Takahashi 2020,Other geochronological data or stratigraphy
Artiodactyla,Cervidae,Cervus_kazusensis,Cervus_kazusensis,extinct,extinct,0.5,1.3,Miyagidani: Ogi City: Otsu City: Shiga Prefecture,Honshu,Takahashi 2020,Other geochronological data or stratigraphy
Proboscidea,Elephantidae,Mammuthus_trogontherii,Mammuthus_trogontherii,extinct,extinct,0.5,1.3,Mano: Otsushi City: Shiga Prefecture,Honshu,Takahashi 2020,Other geochronological data or stratigraphy
Proboscidea,Elephantidae,Mammuthus_trogontherii,Mammuthus_trogontherii,extinct,extinct,0.5,1.3,Riverbed of Wani River: Otsu City: Shiga Prefecture,Honshu,Takahashi 2020,Other geochronological data or stratigraphy
Proboscidea,Elephantidae,Mammuthus_trogontherii,Mammuthus_trogontherii,extinct,extinct,0.5,1.3,Sakamoto: Otsu City: Shiga Prefecture,Honshu,Takahashi 2020,Other geochronological data or stratigraphy
Proboscidea,Elephantidae,Mammuthus_trogontherii,Mammuthus_trogontherii,extinct,extinct,0.5,1.3,Unknown site,Honshu,Takahashi 2020,Other geochronological data or stratigraphy
Carnivora,Mustelidae,Oriensictis_nipponica,Oriensictis_nipponica,extinct,extinct,0.3,0.5,Matsugae Cave,Kyushu,Ogino et al. 2009: Kawamura 1991,Biochronology or chronological seriation
Carnivora,Canidae,Cuon_sp,Cuon_sp_Hondo,extinct,extinct,0.3,0.5,Matsugae Cave,Kyushu,Ogino et al. 2009: Kawamura 1991,Biochronology or chronological seriation
Rodentia,Muridae,Apodemus_speciosus,Apodemus_speciosus,extant,extant,0.3,0.5,Matsugae Cave,Kyushu,Ogino et al. 2009: Kawamura 1991,Biochronology or chronological seriation
Rodentia,Muridae,Apodemus_argenteus,Apodemus_argenteus,extant,extant,0.3,0.5,Matsugae Cave,Kyushu,Ogino et al. 2009: Kawamura 1991,Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_epiratticepoides,Microtus_epiratticepoides,extinct,extinct,0.3,0.5,Matsugae Cave,Kyushu,Ogino et al. 2009: Kawamura 1991,Biochronology or chronological seriation
Carnivora,Mustelidae,Mustela_itatsi,Mustela_itatsi,extant,extant,0.3,0.5,Matsugae Cave,Kyushu,Ogino et al. 2009: Kawamura 1991,Biochronology or chronological seriation
Carnivora,Mustelidae,Meles_anakuma,Meles_anakuma,extant,extant,0.3,0.5,Matsugae Cave,Kyushu,Ogino et al. 2009: Kawamura 1991,Biochronology or chronological seriation
Artiodactyla,Suidae,Sus_scrofa,Sus_scrofa,extant,extant,0.3,0.5,Matsugae Cave,Kyushu,Fujita & Kawamura 2001: Ogino et al. 2009: Kawamura 1991,Biochronology or chronological seriation
Primates,Cercopithecidae,Macaca_cf_M_fuscata,Macaca_fuscata,extant,extant,0.3,0.5,Matsugae Cave,Kyushu,Ogino et al. 2009: Kawamura 1991,Biochronology or chronological seriation
Perissodactyla,Rhinocerotidae,Stephanorhinus_kirchbergensis,Stephanorhinus_kirchbergensis,extinct,extinct,0.3,0.5,Matsugae Cave,Kyushu,Ogino et al. 2009: Kawamura 1991: Handa & Pandolfi 2016,Biochronology or chronological seriation
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.3,0.5,Matsugae Cave,Kyushu,Ogino et al. 2009: Kawamura 1991,Biochronology or chronological seriation
Proboscidea,Elephantidae,Stegodon_orientalis,Stegodon_orientalis,extinct,extinct,0.3,0.5,Matsugae Cave,Kyushu,Ogino et al. 2009: Kawamura 1991,Biochronology or chronological seriation
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.337,0.374,Abeno: Osaka,Honshu,Taruno 1980: Konishi & Yoshikawa 1999,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.030138,0.04037,Aikawa River,Honshu,Iwase et al. 2012,Direct dates
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.03686,0.04721,Anikawa River,Honshu,Iwase et al. 2012,Indirect dates
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.032734,0.042989,Off Hinomisaki,Honshu,Iwase et al. 2012,Direct dates
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.042149,0.04258,Off Islands of Towa Machi,Honshu,Iwase et al. 2012,Direct dates
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.048326,0.05498,Off Mishima,Honshu,Iwase et al. 2012,Direct dates
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.030892,0.035266,Off Natori Kajitanihana,Honshu,Iwase et al. 2012,Direct dates
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.042542,0.043398,Off Onsentsu,Honshu,Iwase et al. 2012,Direct dates
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.031448,0.033668,Off Shimotsu’i,Honshu,Iwase et al. 2012,Direct dates
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.03763,0.04134,Goudo: Sakura: Chiba Prefecture,Honshu,Iwase et al. 2012: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Direct dates
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.038515,0.039621,Serikawa River: Shiga Prefecture,Honshu,Iwase et al. 2012: Takahashi 2020,Direct dates
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.027418,0.036073,Shikkari,Honshu,Iwase et al. 2012,Direct dates
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.03996,0.040956,"Terayamano Ana Cave
",Honshu,Iwase et al. 2012,Direct dates
Carnivora,Felidae,Panthera_cf_P_pardus,Panthera_pardus,extinct,extant,0.021449,0.022011,Negata Quarry: Shizuoka Prefecture,Honshu,Iwase et al. 2012: Kondo & Matsu'ura 2004,Direct dates
Artiodactyla,Cervidae,Cervus_praenipponicus,Cervus_praenipponicus,extinct,extinct,0.016671,0.017309,Negata Quarry: Shizuoka Prefecture,Honshu,Iwase et al. 2012: Kondo & Matsu'ura 2004: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Direct dates
Carnivora,Felidae,Panthera_tigris,Panthera_tigris,extinct,extant,0.016671,0.022011,Negata Quarry: Shizuoka Prefecture,Honshu,Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Indirect dates
Carnivora,Canidae,Canis_lupus,Canis_lupus,extinct,extant,0.016671,0.022011,Negata Quarry: Shizuoka Prefecture,Honshu,Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Indirect dates
Perisodactyla,Rhinocerotidae,Rhinocerotidae_gen_et_sp_indet,Rhinocerotidae_gen_et_sp_indet_Hondo,extinct,extinct,0.5,0.8,Nishihinabe: Kajiki Town: Aira City: Kagoshima Prefecture,Kyushu,Handa 2019,Other geochronological data or stratigraphy
Perisodactyla,Rhinocerotidae,Rhinocerotinae_gen_et_sp_indet,Rhinocerotinae_gen_et_sp_indet_Hondo,extinct,extinct,3.4,3.5,Ajimu Town: Usa City: Oita Prefecture,Kyushu,Handa & Kato 2020,Other geochronological data or stratigraphy
Proboscidea,Stegodontidae,Stegodon_miensis,Stegodon_miensis,extinct,extinct,3.4,3.5,Ajimu Town: Usa City: Oita Prefecture,Kyushu,Takahashi 2020,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Perisodactyla,Rhinocerotidae,Rhinocerotinae_gen._et_sp._indet,Rhinocerotinae_gen_et_sp_indet_Hondo,extinct,extinct,0.05,0.774,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Handa 2015: Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Proboscidea,Elephantidae,Palaeoloxodon_naumanni,Palaeoloxodon_naumanni,extinct,extinct,0.05,0.774,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Handa 2015: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Canidae,Canis_lupus,Canis_lupus,extinct,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/): Kawamura 1988,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Apodemus_speciosus,Apodemus_speciosus,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Apodemus_argenteus,Apodemus_argenteus,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_montebelli,Microtus_montebelli,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_epiratticepoides,Microtus_epiratticepoides,extinct,extinct,0.05,0.774,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_cf_M_brandtioides,Microtus_brandtioides,extinct,extinct,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Rhinolophidae,Rhinolophus_ferrumequinum,Rhinolophus_ferrumequinum,extant,extant,0.05,0.774,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Rhinolophidae,Rhinolophus_cornutus,Rhinolophus_cornutus,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Talpidae,Mogera_wogura,Mogera_wogura,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Other geochronological data or stratigraphy: Biochronology or chronological seriation
Lagomorpha,Leporidae,Lepus_brachyurus,Lepus_brachyurus,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Mustelidae,Mustela_itatsi,Mustela_itatsi,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Canidae,Nyctereutes_viverrinus,Nyctereutes_viverrinus,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Cervus_praenipponicus,Cervus_praenipponicus,extinct,extinct,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Soricidae,Crocidura_dsinezumi,Crocidura_dsinezumi,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Talpidae,Urotrichus_talpoides,Urotrichus_talpoides,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Soricidae,Anourosorex_japonicus,Anourosorex_japonicus,extinct,extinct,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Vespertilionidae,Myotis_macrodactylus,Myotis_macrodactylus,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Miniopteridae,Miniopterus_schreibersii,Miniopterus_schreibersii,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Vespertilionidae,Murina_leucogaster,Murina_leucogaster,extinct,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Other geochronological data or stratigraphy: Biochronology or chronological seriation
Primates,Cercopithecidae,Macaca_fuscata,Macaca_fuscata,extant,extant,0.05,0.774,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Myodes_smithii,Myodes_smithii,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Ursidae,Ursus_arctos,Ursus_arctos,extinct,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Mustelidae,Meles_anakuma,Meles_anakuma,extant,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Felidar,Panthera_tigris,Panthera_tigris,extinct,extant,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Sinomegaceros_yabei,Sinomegaceros_yabei,extinct,extinct,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Perissodactyla,Equidae,Equus_sp,Equus_sp_Hondo,extinct,extinct,0.05,0.07,Yage Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988 1989,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Felidae,Panthera_tigris,Panthera_tigris,extinct,extant,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Handa 2015: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
Rodentia,Muridae,Apodemus_speciosus,Apodemus_speciosus,extant,extant,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1989: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
Rodentia,Muridae,Apodemus_argenteus,Apodemus_argenteus,extant,extant,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1989: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
Eulipotyphla,Talpidae,Mogera_wogura,Mogera_wogura,extant,extant,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
Eulipotyphla,Talpidae,Urotrichus_talpoides,Urotrichus_talpoides,extant,extant,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_montebelli,Microtus_montebelli,extant,extant,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_epiratticepoides,Microtus_epiratticepoides,extinct,extinct,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_cf_M_brandtioides,Microtus_brandtioides,extinct,extinct,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
Eulipotyphla,Soricidae,Anourosorex_japonicus,Anourosorex_japonicus,extinct,extinct,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
Eulipotyphla,Soricidae,Crocidura_dsinezumi,Crocidura_dsinezumi,extant,extant,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
Eulipotyphla,Soricidae,Sorex_shinto,Sorex_shinto,extant,extant,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
Rodentia,Sciuridae,Sciurus_lis,Sciurus_lis,extant,extant,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
Rodentia,Sciuridae,Petaurista_leucogenys,Petaurista_leucogenys,extant,extant,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Kawamura 1988: Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
Rodentia,Cricetidae,Myodes_rufocanus,Myodes_rufocanus,extinct,extant,0.05,0.129,Shiraiwa Quarry: Inasa Town: Hamamatsu City: Shizuoka Prefecture,Honshu,Collection database of specimens and materials of the National Museum of Nature and Science (http://db.kahaku.go.jp/webmuseum_en/),Biochronology or chronological seriation
