Order,Latin_binomial,Body_mass,Island_or_mainland,IUCN_Category
Didelphimorphia,Marmosops_parvidens,15,mainland,LC
Didelphimorphia,Marmosops_paulensis,40,mainland,LC
Didelphimorphia,Marmosops_pinheiroi,26,mainland,LC
Rodentia,Marmota_baibacina,7500,mainland,LC
Rodentia,Marmota_bobak,5500,mainland,LC
Rodentia,Marmota_broweri,3405,mainland,LC
Rodentia,Marmota_caligata,7230,mainland,LC
Rodentia,Marmota_camtschatica,3500,mainland,LC
Rodentia,Marmota_caudata,4350,mainland,LC
Rodentia,Marmota_flaviventris,3350,mainland,LC
Rodentia,Marmota_himalayana,5000,mainland,LC
Rodentia,Marmota_marmota,2010,mainland,LC
Rodentia,Marmota_menzbieri,3250,mainland,VU
Rodentia,Marmota_monax,3801.7,mainland,LC
Rodentia,Marmota_olympus,6300,mainland,LC
Rodentia,Marmota_sibirica,8000,mainland,EN
Carnivora,Martes_americana,1250,mainland,LC
Carnivora,Martes_flavigula,1842.5,mainland,LC
Carnivora,Martes_foina,1540.8,mainland,LC
Carnivora,Martes_gwatkinsii,2043,mainland,VU
Carnivora,Martes_martes,1300,mainland,LC
Carnivora,Martes_pennanti,4000,mainland,LC
Carnivora,Martes_zibellina,1130,mainland,LC
Rodentia,Massoutiera_mzabi,194,mainland,LC
Rodentia,Mastacomys_fuscus,122,mainland,NT
Rodentia,Mastomys_awashensis,46,mainland,LC
Rodentia,Mastomys_coucha,31,mainland,LC
Rodentia,Mastomys_erythroleucus,46.5,mainland,LC
Rodentia,Mastomys_huberti,55.3,mainland,LC
Rodentia,Mastomys_kollmannspergeri,94.7,mainland,LC
Rodentia,Mastomys_natalensis,36.4,mainland,LC
Rodentia,Mastomys_pernanus,19,mainland,DD
Rodentia,Mastomys_shortridgei,46,mainland,LC
Rodentia,Maxomys_inas,90,mainland,LC
Rodentia,Maxomys_moi,147,mainland,LC
Rodentia,Maxomys_rajah,150.3,mainland,VU
Rodentia,Maxomys_surifer,150.4,mainland,LC
Rodentia,Maxomys_tajuddinii,109.5,mainland,LC
Rodentia,Maxomys_whiteheadi,56,mainland,VU
Cetartiodactyla,Mazama_americana,22799.7,mainland,DD
Cetartiodactyla,Mazama_bororo,25000,mainland,VU
Cetartiodactyla,Mazama_bricenii,16499.9,mainland,VU
Cetartiodactyla,Mazama_chunyi,16499.9,mainland,VU
Cetartiodactyla,Mazama_gouazoubira,16300.1,mainland,LC
Cetartiodactyla,Mazama_nana,16499.9,mainland,VU
Cetartiodactyla,Mazama_nemorivaga,15000,mainland,LC
Cetartiodactyla,Mazama_pandora,21000,mainland,VU
Cetartiodactyla,Mazama_rufina,25999.8,mainland,VU
Cetartiodactyla,Mazama_temama,25000,mainland,DD
Cetartiodactyla,Megaceroides_algericus,800000,mainland,EP
Rodentia,Megadendromus_nikolausi,52,mainland,DD
Chiroptera,Megaderma_lyra,45.5,mainland,LC
Chiroptera,Megaderma_spasma,25.4,mainland,LC
Rodentia,Megadontomys_cryophilus,32,mainland,EN
Rodentia,Megadontomys_nelsoni,80.1,mainland,EN
Rodentia,Megadontomys_thomasi,111,mainland,EN
Chiroptera,Megaerops_ecaudatus,24.7,mainland,LC
Chiroptera,Megaerops_niphanae,32.6,mainland,LC
Chiroptera,Megaerops_wetmorei,18.5,mainland,VU
Monotremata,Megalibgwilia_ramsayi,10000,mainland,EP
Cetartiodactyla,Megaloceros_giganteus,699842,mainland,EP
Chiroptera,Megaloglossus_azagnyi,26.9,mainland,LC
Chiroptera,Megaloglossus_woermanni,15.7,mainland,LC
Pilosa,Megalonyx_jeffersonii,1090350,mainland,EP
Cetartiodactyla,Megalotragus_priscus,200000,mainland,EP
Cetartiodactyla,Megalovis_guangxiensis,76225.5,mainland,EP
Eulipotyphla,Megasorex_gigas,20,mainland,LC
Pilosa,Megatherium_americanum,6265000,mainland,EP
Pilosa,Megatherium_tarijense,3049954.2,mainland,EP
Rodentia,Melanomys_caliginosus,41,mainland,LC
Rodentia,Melanomys_robustulus,53.5,mainland,LC
Rodentia,Melanomys_zunigae,53.5,mainland,CR
Carnivora,Meles_leucurus,6250,mainland,LC
Carnivora,Meles_meles,13000,mainland,LC
Carnivora,Mellivora_capensis,8500,mainland,LC
Carnivora,Melogale_moschata,805.3,mainland,LC
Carnivora,Melogale_personata,1702.5,mainland,LC
Rodentia,Melomys_burtoni,68.5,mainland,LC
Rodentia,Melomys_capensis,70,mainland,LC
Rodentia,Melomys_cervinipes,78,mainland,LC
Carnivora,Melursus_ursinus,93130,mainland,VU
Rodentia,Menetes_berdmorei,190,mainland,LC
Carnivora,Mephitis_macroura,801.3,mainland,LC
Carnivora,Mephitis_mephitis,2085,mainland,LC
Rodentia,Meriones_arimalius,87.6,mainland,LC
Rodentia,Meriones_chengi,91.3,mainland,LC
Rodentia,Meriones_crassus,80,mainland,LC
Rodentia,Meriones_dahli,34.1,mainland,EN
Rodentia,Meriones_grandis,205,mainland,LC
Rodentia,Meriones_hurrianae,70,mainland,LC
Rodentia,Meriones_libycus,91.3,mainland,LC
Rodentia,Meriones_meridianus,41,mainland,LC
Rodentia,Meriones_persicus,100,mainland,LC
Rodentia,Meriones_rex,125.3,mainland,LC
Rodentia,Meriones_sacramenti,200,mainland,VU
Rodentia,Meriones_shawi,90.6,mainland,LC
Rodentia,Meriones_tamariscinus,120,mainland,LC
Rodentia,Meriones_tristrami,105,mainland,LC
Rodentia,Meriones_unguiculatus,53.3,mainland,LC
Rodentia,Meriones_vinogradovi,150,mainland,LC
Rodentia,Meriones_zarudnyi,82.4,mainland,DD
Eulipotyphla,Mesechinus_dauuricus,342,mainland,LC
Eulipotyphla,Mesechinus_hughi,199.3,mainland,LC
Rodentia,Mesembriomys_gouldii,716.5,mainland,VU
Rodentia,Mesembriomys_macrurus,267,mainland,LC
Rodentia,Mesocricetus_auratus,105,mainland,VU
Rodentia,Mesocricetus_brandti,198,mainland,NT
Rodentia,Mesocricetus_newtoni,97.5,mainland,NT
Rodentia,Mesocricetus_raddei,260,mainland,LC
Rodentia,Mesomys_hispidus,175,mainland,LC
Rodentia,Mesomys_leniceps,108,mainland,DD
Rodentia,Mesomys_occultus,146.7,mainland,LC
Rodentia,Mesomys_stimulax,139,mainland,LC
Chiroptera,Mesophylla_macconnelli,6.9,mainland,LC
Didelphimorphia,Metachirus_nudicaudatus,375,mainland,LC
Diprotodontia,Metasthenurus_newtonae,55000,mainland,EP
Cetartiodactyla,Metridiochoerus_compactus,142000,mainland,EP
Primates,Mico_acariensis,472,mainland,DD
Primates,Mico_argentatus,440,mainland,LC
Primates,Mico_chrysoleucos,539.3,mainland,DD
Primates,Mico_emiliae,335,mainland,DD
Primates,Mico_humeralifer,350,mainland,DD
Primates,Mico_humilis,167.5,mainland,VU
Primates,Mico_intermedius,425,mainland,LC
Primates,Mico_leucippe,440,mainland,VU
Primates,Mico_marcai,295,mainland,DD
Primates,Mico_mauesi,360,mainland,LC
Primates,Mico_melanurus,302.3,mainland,LC
Primates,Mico_nigriceps,370,mainland,DD
Primates,Mico_rondoni,329.6,mainland,VU
Primates,Mico_saterei,431.6,mainland,LC
Rodentia,Microakodontomys_transitorius,11.2,mainland,EN
Rodentia,Microcavia_australis,286.1,mainland,LC
Rodentia,Microcavia_niata,255.2,mainland,LC
Rodentia,Microcavia_shiptoni,185,mainland,NT
Rodentia,Microdillus_peeli,8.9,mainland,LC
Rodentia,Microdipodops_megacephalus,10.5,mainland,LC
Rodentia,Microdipodops_pallidus,12.5,mainland,LC
Rodentia,Micromys_minutus,6,mainland,LC
Chiroptera,Micronycteris_brosseti,4.8,mainland,DD
Chiroptera,Micronycteris_giovanniae,7.1,mainland,DD
Chiroptera,Micronycteris_hirsuta,12,mainland,LC
Chiroptera,Micronycteris_matses,10.7,mainland,DD
Chiroptera,Micronycteris_megalotis,6.1,mainland,LC
Chiroptera,Micronycteris_microtis,5.6,mainland,LC
Chiroptera,Micronycteris_minuta,6.5,mainland,LC
Chiroptera,Micronycteris_sanborni,6.3,mainland,DD
Chiroptera,Micronycteris_schmidtorum,7.5,mainland,LC
Afrosoricida,Micropotamogale_lamottei,69.6,mainland,NT
Afrosoricida,Micropotamogale_ruwenzorii,98.5,mainland,LC
Chiroptera,Micropteropus_intermedius,44,mainland,DD
Chiroptera,Micropteropus_pusillus,26.6,mainland,LC
Rodentia,Microryzomys_altissimus,13.5,mainland,LC
Rodentia,Microryzomys_minutus,13.5,mainland,LC
Rodentia,Microsciurus_alfari,87.5,mainland,LC
Rodentia,Microsciurus_flaviventer,92,mainland,DD
Rodentia,Microsciurus_mimulus,120,mainland,LC
Rodentia,Microsciurus_santanderensis,99.8,mainland,DD
Rodentia,Microtus_agrestis,42.5,mainland,LC
Rodentia,Microtus_anatolicus,52.5,mainland,DD
Rodentia,Microtus_arvalis,28,mainland,LC
Rodentia,Microtus_bavaricus,24,mainland,CR
Rodentia,Microtus_brachycercus,22.8,mainland,LC
Rodentia,Microtus_cabrerae,52.5,mainland,NT
Rodentia,Microtus_californicus,57.4,mainland,LC
Rodentia,Microtus_canicaudus,28.5,mainland,LC
Rodentia,Microtus_chrotorrhinus,39,mainland,LC
Rodentia,Microtus_clarkei,55.3,mainland,LC
Rodentia,Microtus_daghestanicus,20,mainland,LC
Rodentia,Microtus_dogramacii,28,mainland,LC
Rodentia,Microtus_duodecimcostatus,23,mainland,LC
Rodentia,Microtus_evoronensis,64.9,mainland,DD
Rodentia,Microtus_felteni,21,mainland,DD
Rodentia,Microtus_fortis,63,mainland,LC
Rodentia,Microtus_gerbei,20.5,mainland,LC
Rodentia,Microtus_gregalis,47.5,mainland,LC
Rodentia,Microtus_guatemalensis,42,mainland,NT
Rodentia,Microtus_guentheri,54,mainland,LC
Rodentia,Microtus_hyperboreus,51,mainland,LC
Rodentia,Microtus_ilaeus,25.6,mainland,LC
Rodentia,Microtus_irani,37.1,mainland,DD
Rodentia,Microtus_kermanensis,35.9,mainland,DD
Rodentia,Microtus_levis,37.1,mainland,LC
Rodentia,Microtus_liechtensteini,23.5,mainland,LC
Rodentia,Microtus_limnophilus,19.1,mainland,LC
Rodentia,Microtus_longicaudus,46.7,mainland,LC
Rodentia,Microtus_lusitanicus,17,mainland,LC
Rodentia,Microtus_majori,24.5,mainland,LC
Rodentia,Microtus_maximowiczii,41.7,mainland,LC
Rodentia,Microtus_mexicanus,35,mainland,LC
Rodentia,Microtus_middendorffii,56.6,mainland,LC
Rodentia,Microtus_miurus,41,mainland,LC
Rodentia,Microtus_mongolicus,27.5,mainland,LC
Rodentia,Microtus_montanus,36.3,mainland,LC
Rodentia,Microtus_mujanensis,64.9,mainland,DD
Rodentia,Microtus_multiplex,23.2,mainland,LC
Rodentia,Microtus_nasarovi,38.6,mainland,DD
Rodentia,Microtus_oaxacensis,39.2,mainland,EN
Rodentia,Microtus_ochrogaster,38,mainland,LC
Rodentia,Microtus_oeconomus,34.4,mainland,LC
Rodentia,Microtus_oregoni,20.4,mainland,LC
Rodentia,Microtus_paradoxus,25.8,mainland,LC
Rodentia,Microtus_pennsylvanicus,36.8,mainland,LC
Rodentia,Microtus_pinetorum,26.3,mainland,LC
Rodentia,Microtus_qazvinensis,43.8,mainland,LC
Rodentia,Microtus_quasiater,40,mainland,NT
Rodentia,Microtus_richardsoni,85,mainland,LC
Rodentia,Microtus_savii,20,mainland,LC
Rodentia,Microtus_schelkovnikovi,26,mainland,LC
Rodentia,Microtus_schidlovskii,46.7,mainland,LC
Rodentia,Microtus_socialis,48,mainland,LC
Rodentia,Microtus_subterraneus,19.5,mainland,LC
Rodentia,Microtus_tatricus,40,mainland,LC
Rodentia,Microtus_thomasi,26.5,mainland,LC
Rodentia,Microtus_townsendii,64.8,mainland,LC
Rodentia,Microtus_transcaspicus,38.8,mainland,LC
Rodentia,Microtus_umbrosus,42,mainland,EN
Rodentia,Microtus_xanthognathus,125.8,mainland,LC
Rodentia,Millardia_gleadowi,30.8,mainland,LC
Rodentia,Millardia_kathleenae,93,mainland,LC
Rodentia,Millardia_kondana,147,mainland,CR
Rodentia,Millardia_meltada,70,mainland,LC
Chiroptera,Mimetillus_moloneyi,8.8,mainland,LC
Chiroptera,Mimon_bennettii,25.2,mainland,LC
Chiroptera,Mimon_cozumelae,12.4,mainland,LC
Chiroptera,Mimon_crenulatum,13.8,mainland,LC
Chiroptera,Mimon_koepckeae,12.1,mainland,DD
Rodentia,Mindomys_hammondi,60.5,mainland,EN
Chiroptera,Miniopterus_africanus,7.3,mainland,LC
Chiroptera,Miniopterus_australis,6.2,mainland,LC
Chiroptera,Miniopterus_fraterculus,7.3,mainland,LC
Chiroptera,Miniopterus_inflatus,14.2,mainland,LC
Chiroptera,Miniopterus_magnater,14.1,mainland,LC
Chiroptera,Miniopterus_medius,9,mainland,LC
Chiroptera,Miniopterus_minor,7,mainland,DD
Chiroptera,Miniopterus_natalensis,12.5,mainland,LC
Chiroptera,Miniopterus_pusillus,8.6,mainland,LC
Chiroptera,Miniopterus_schreibersii,11.1,mainland,NT
Primates,Miopithecus_ogouensis,1278.3,mainland,LC
Primates,Miopithecus_talapoin,1499.2,mainland,LC
Carnivora,Miracinonyx_trumani,88000,mainland,EP
Carnivora,Mirounga_angustirostris,750000,mainland,LC
Notoungulata,Mixotoxodon_larensis,1000000,mainland,EP
Eulipotyphla,Mogera_insularis,62.3,mainland,LC
Eulipotyphla,Mogera_robusta,329,mainland,LC
Chiroptera,Molossops_aequatorianus,9.9,mainland,EN
Chiroptera,Molossops_mattogrossensis,6.8,mainland,LC
Chiroptera,Molossops_neglectus,11,mainland,DD
Chiroptera,Molossops_temminckii,5.9,mainland,LC
Chiroptera,Molossus_alvarezi,18.3,mainland,DD
Chiroptera,Molossus_aztecus,14.3,mainland,LC
Chiroptera,Molossus_coibensis,13,mainland,LC
Chiroptera,Molossus_currentium,17.8,mainland,LC
Chiroptera,Molossus_molossus,13.6,mainland,LC
Chiroptera,Molossus_pretiosus,27,mainland,LC
Chiroptera,Molossus_rufus,31.7,mainland,LC
Chiroptera,Molossus_sinaloae,22.6,mainland,LC
Carnivora,Monachus_monachus,292500,mainland,EN
Didelphimorphia,Monodelphis_adusta,35,mainland,LC
Didelphimorphia,Monodelphis_americana,19.5,mainland,LC
Didelphimorphia,Monodelphis_brevicaudata,69.6,mainland,LC
Didelphimorphia,Monodelphis_dimidiata,58,mainland,LC
Didelphimorphia,Monodelphis_domestica,71.4,mainland,LC
Didelphimorphia,Monodelphis_emiliae,40,mainland,LC
Didelphimorphia,Monodelphis_glirina,65.8,mainland,LC
Didelphimorphia,Monodelphis_handleyi,55.2,mainland,DD
Didelphimorphia,Monodelphis_iheringi,112,mainland,DD
Didelphimorphia,Monodelphis_kunsi,11.3,mainland,LC
Didelphimorphia,Monodelphis_osgoodi,112,mainland,LC
Didelphimorphia,Monodelphis_palliolata,65.9,mainland,LC
Didelphimorphia,Monodelphis_peruviana,27,mainland,LC
Didelphimorphia,Monodelphis_reigi,19,mainland,VU
Didelphimorphia,Monodelphis_ronaldi,52.9,mainland,LC
Didelphimorphia,Monodelphis_scalops,741,mainland,LC
Didelphimorphia,Monodelphis_unistriata,55.3,mainland,CR
Chiroptera,Mops_brachypterus,16,mainland,LC
Chiroptera,Mops_condylurus,28.4,mainland,LC
Chiroptera,Mops_congicus,43,mainland,LC
Chiroptera,Mops_demonstrator,23.5,mainland,LC
Chiroptera,Mops_midas,45.2,mainland,LC
Chiroptera,Mops_mops,31,mainland,NT
Chiroptera,Mops_nanulus,9.2,mainland,LC
Chiroptera,Mops_niangarae,27.3,mainland,DD
Chiroptera,Mops_niveiventer,21.7,mainland,LC
Chiroptera,Mops_petersoni,12.4,mainland,NT
Chiroptera,Mops_spurrelli,8.9,mainland,LC
Chiroptera,Mops_thersites,22,mainland,LC
Chiroptera,Mops_trevori,28.9,mainland,DD
Cetartiodactyla,Morenelaphus_brachyceros,50000,mainland,EP
Cetartiodactyla,Morenelaphus_lujanensis,50000,mainland,EP
Chiroptera,Mormoops_megalophylla,15.8,mainland,LC
Chiroptera,Mormopterus_acetabulosus,14.1,mainland,VU
Chiroptera,Mormopterus_beccarii,14.9,mainland,LC
Chiroptera,Mormopterus_kalinowskii,17.6,mainland,LC
Chiroptera,Mormopterus_loriae,8.9,mainland,LC
Chiroptera,Mormopterus_norfolkensis,8,mainland,VU
Chiroptera,Mormopterus_phrudus,9.3,mainland,VU
Chiroptera,Mormopterus_planiceps,8.8,mainland,LC
Cetartiodactyla,Moschiola_indica,3000,mainland,LC
Cetartiodactyla,Moschus_anhuiensis,8400,mainland,EN
Cetartiodactyla,Moschus_berezovskii,9000,mainland,EN
Cetartiodactyla,Moschus_chrysogaster,14500,mainland,EN
Cetartiodactyla,Moschus_cupreus,14500,mainland,EN
Cetartiodactyla,Moschus_fuscus,12500,mainland,EN
Cetartiodactyla,Moschus_leucogaster,15500,mainland,EN
Cetartiodactyla,Moschus_moschiferus,13000,mainland,VU
Cetartiodactyla,Muknalia_minima,20500,mainland,EP
Carnivora,Mungos_gambianus,1500,mainland,LC
Carnivora,Mungos_mungo,1925,mainland,LC
Cetartiodactyla,Muntiacus_crinifrons,36141,mainland,VU
Cetartiodactyla,Muntiacus_feae,22000,mainland,DD
Cetartiodactyla,Muntiacus_gongshanensis,19906.7,mainland,DD
Cetartiodactyla,Muntiacus_muntjak,15925.8,mainland,LC
Cetartiodactyla,Muntiacus_putaoensis,12000,mainland,DD
Cetartiodactyla,Muntiacus_reevesi,13500,mainland,LC
Cetartiodactyla,Muntiacus_rooseveltorum,15000,mainland,DD
Cetartiodactyla,Muntiacus_truongsonensis,15000,mainland,DD
Cetartiodactyla,Muntiacus_vaginalis,18218,mainland,LC
Cetartiodactyla,Muntiacus_vuquangensis,34000,mainland,CR
Rodentia,Muriculus_imberbis,18.5,mainland,LC
Chiroptera,Murina_aenea,7.4,mainland,VU
Chiroptera,Murina_aurata,7.3,mainland,LC
Chiroptera,Murina_cyclotis,9.3,mainland,LC
Chiroptera,Murina_florium,4.3,mainland,LC
Chiroptera,Murina_fusca,6.8,mainland,DD
Chiroptera,Murina_harrisoni,4.3,mainland,LC
Chiroptera,Murina_hilgendorfi,8.1,mainland,LC
Chiroptera,Murina_huttoni,7.6,mainland,LC
Chiroptera,Murina_leucogaster,7.6,mainland,LC
Chiroptera,Murina_rozendaali,4.6,mainland,VU
Chiroptera,Murina_suilla,3.6,mainland,LC
Chiroptera,Murina_tubinaris,5.5,mainland,LC
Chiroptera,Murina_ussuriensis,5.3,mainland,LC
Rodentia,Mus_baoulei,7.8,mainland,LC
Rodentia,Mus_booduga,11.6,mainland,LC
Rodentia,Mus_bufo,10.4,mainland,LC
Rodentia,Mus_callewaerti,21.9,mainland,LC
Rodentia,Mus_caroli,11.3,mainland,LC
Rodentia,Mus_cervicolor,17.7,mainland,LC
Rodentia,Mus_cookii,20.5,mainland,LC
Rodentia,Mus_famulus,22.9,mainland,EN
Rodentia,Mus_fragilicauda,12,mainland,LC
Rodentia,Mus_goundae,6.3,mainland,DD
Rodentia,Mus_haussa,4.2,mainland,LC
Rodentia,Mus_indutus,6.2,mainland,LC
Rodentia,Mus_macedonicus,15,mainland,LC
Rodentia,Mus_mahomet,10,mainland,LC
Rodentia,Mus_mattheyi,4.5,mainland,LC
Rodentia,Mus_minutoides,6.8,mainland,LC
Rodentia,Mus_musculoides,5.6,mainland,LC
Rodentia,Mus_musculus,16.1,mainland,LC
Rodentia,Mus_neavei,5.4,mainland,DD
Rodentia,Mus_orangiae,6,mainland,LC
Rodentia,Mus_oubanguii,7.7,mainland,DD
Rodentia,Mus_pahari,25.7,mainland,LC
Rodentia,Mus_phillipsi,12.3,mainland,LC
Rodentia,Mus_platythrix,25.2,mainland,LC
Rodentia,Mus_saxicola,21.4,mainland,LC
Rodentia,Mus_setulosus,11.1,mainland,LC
Rodentia,Mus_setzeri,6.7,mainland,LC
Rodentia,Mus_shortridgei,34.6,mainland,LC
Rodentia,Mus_sorella,13.7,mainland,LC
Rodentia,Mus_spicilegus,14,mainland,LC
Rodentia,Mus_spretus,12.8,mainland,LC
Rodentia,Mus_tenellus,11,mainland,LC
Rodentia,Mus_terricolor,9,mainland,LC
Rodentia,Mus_triton,12.1,mainland,LC
Rodentia,Muscardinus_avellanarius,27.5,mainland,LC
Chiroptera,Musonycteris_harrisoni,11.8,mainland,VU
Carnivora,Mustela_africana,537,mainland,LC
Carnivora,Mustela_altaica,171,mainland,NT
Carnivora,Mustela_erminea,119.4,mainland,LC
Carnivora,Mustela_eversmanii,1350,mainland,LC
Carnivora,Mustela_felipei,211.3,mainland,VU
Carnivora,Mustela_frenata,147,mainland,LC
Carnivora,Mustela_kathiah,208.1,mainland,LC
Carnivora,Mustela_lutreola,440,mainland,CR
Carnivora,Mustela_nigripes,850,mainland,EN
Carnivora,Mustela_nivalis,137.5,mainland,LC
Carnivora,Mustela_nudipes,500,mainland,LC
Carnivora,Mustela_putorius,915.4,mainland,LC
Carnivora,Mustela_russelliana,143.4,mainland,DD
Carnivora,Mustela_sibirica,405,mainland,LC
Carnivora,Mustela_strigidorsa,1500,mainland,LC
Carnivora,Mustela_subpalmata,87.5,mainland,LC
Carnivora,Mustela_tonkinensis,142,mainland,DD
Pilosa,Mylodon_darwinii,1392470,mainland,EP
Cetartiodactyla,Mylohyus_nasutus,75000,mainland,EP
Rodentia,Mylomys_dybowskii,114.4,mainland,LC
Rodentia,Mylomys_rex,281.7,mainland,DD
Rodentia,Myocastor_coypus,6937.5,mainland,LC
Rodentia,Myodes_californicus,18.3,mainland,LC
Rodentia,Myodes_centralis,32,mainland,LC
Rodentia,Myodes_gapperi,19,mainland,LC
Rodentia,Myodes_glareolus,21.2,mainland,LC
Rodentia,Myodes_regulus,38.6,mainland,LC
Rodentia,Myodes_rufocanus,37,mainland,LC
Rodentia,Myodes_rutilus,28.2,mainland,LC
Rodentia,Myodes_shanseius,31.8,mainland,LC
Rodentia,Myomimus_personatus,24.5,mainland,DD
Rodentia,Myomimus_roachi,45.5,mainland,VU
Rodentia,Myomimus_setzeri,9.5,mainland,DD
Rodentia,Myomyscus_angolensis,48.4,mainland,LC
Rodentia,Myomyscus_brockmani,29.5,mainland,LC
Rodentia,Myomyscus_verreauxii,41,mainland,LC
Rodentia,Myomyscus_yemeni,64.8,mainland,LC
Chiroptera,Myonycteris_leptodon,42.9,mainland,LC
Chiroptera,Myonycteris_relicta,52,mainland,LC
Chiroptera,Myonycteris_torquata,42.2,mainland,LC
Rodentia,Myoprocta_acouchy,600,mainland,LC
Rodentia,Myoprocta_pratti,908,mainland,LC
Chiroptera,Myopterus_daubentonii,28.4,mainland,DD
Chiroptera,Myopterus_whitleyi,11.5,mainland,LC
Rodentia,Myopus_schisticolor,25,mainland,LC
Rodentia,Myosciurus_pumilio,165,mainland,LC
Eulipotyphla,Myosorex_babaulti,17,mainland,NT
Eulipotyphla,Myosorex_blarina,14.2,mainland,EN
Eulipotyphla,Myosorex_bururiensis,12.7,mainland,VU
Eulipotyphla,Myosorex_cafer,13.4,mainland,LC
Eulipotyphla,Myosorex_geata,9.4,mainland,EN
Eulipotyphla,Myosorex_gnoskei,8,mainland,EN
Eulipotyphla,Myosorex_jejei,12.6,mainland,VU
Eulipotyphla,Myosorex_kihaulei,9.5,mainland,EN
Eulipotyphla,Myosorex_longicaudatus,13,mainland,VU
Eulipotyphla,Myosorex_okuensis,11.8,mainland,VU
Eulipotyphla,Myosorex_rumpii,15,mainland,EN
Eulipotyphla,Myosorex_schalleri,7.5,mainland,DD
Eulipotyphla,Myosorex_sclateri,20.9,mainland,NT
Eulipotyphla,Myosorex_tenuis,9.4,mainland,DD
Eulipotyphla,Myosorex_varius,13.2,mainland,LC
Eulipotyphla,Myosorex_zinki,16.1,mainland,LC
Rodentia,Myospalax_aspalax,325,mainland,LC
Rodentia,Myospalax_myospalax,225,mainland,LC
Rodentia,Myospalax_psilurus,292.5,mainland,LC
Chiroptera,Myotis_adversus,10.6,mainland,LC
Chiroptera,Myotis_aelleni,8.5,mainland,DD
Chiroptera,Myotis_albescens,5.3,mainland,LC
Chiroptera,Myotis_alcathoe,5,mainland,DD
Chiroptera,Myotis_altarium,11,mainland,LC
Chiroptera,Myotis_annamiticus,3.7,mainland,DD
Chiroptera,Myotis_annectans,9.8,mainland,LC
Chiroptera,Myotis_atacamensis,7.1,mainland,EN
Chiroptera,Myotis_ater,6,mainland,LC
Chiroptera,Myotis_aurascens,7.5,mainland,LC
Chiroptera,Myotis_auriculus,5,mainland,LC
Chiroptera,Myotis_australis,5.7,mainland,DD
Chiroptera,Myotis_austroriparius,6.8,mainland,LC
Chiroptera,Myotis_bechsteinii,8.5,mainland,NT
Chiroptera,Myotis_blythii,22.5,mainland,LC
Chiroptera,Myotis_bocagii,7.8,mainland,LC
Chiroptera,Myotis_bombinus,6.9,mainland,NT
Chiroptera,Myotis_brandtii,5.3,mainland,LC
Chiroptera,Myotis_bucharensis,7.9,mainland,DD
Chiroptera,Myotis_californicus,4.6,mainland,LC
Chiroptera,Myotis_capaccinii,7.4,mainland,VU
Chiroptera,Myotis_chiloensis,6.8,mainland,LC
Chiroptera,Myotis_chinensis,42,mainland,LC
Chiroptera,Myotis_ciliolabrum,4.9,mainland,LC
Chiroptera,Myotis_cobanensis,8.2,mainland,DD
Chiroptera,Myotis_csorbai,7,mainland,DD
Chiroptera,Myotis_dasycneme,14.1,mainland,NT
Chiroptera,Myotis_daubentonii,7.4,mainland,LC
Chiroptera,Myotis_davidii,5.3,mainland,LC
Chiroptera,Myotis_dieteri,7.5,mainland,DD
Chiroptera,Myotis_dinellii,8.4,mainland,LC
Chiroptera,Myotis_elegans,4.1,mainland,LC
Chiroptera,Myotis_emarginatus,7.7,mainland,LC
Chiroptera,Myotis_evotis,6.7,mainland,LC
Chiroptera,Myotis_fimbriatus,7.6,mainland,LC
Chiroptera,Myotis_formosus,7,mainland,LC
Chiroptera,Myotis_fortidens,4.4,mainland,LC
Chiroptera,Myotis_frater,7.6,mainland,DD
Chiroptera,Myotis_grisescens,10.5,mainland,NT
Chiroptera,Myotis_hajastanicus,6.8,mainland,CR
Chiroptera,Myotis_hasseltii,8.8,mainland,LC
Chiroptera,Myotis_hermani,16,mainland,DD
Chiroptera,Myotis_horsfieldii,6.3,mainland,LC
Chiroptera,Myotis_ikonnikovi,3.7,mainland,LC
Chiroptera,Myotis_keaysi,5.3,mainland,LC
Chiroptera,Myotis_keenii,6.3,mainland,LC
Chiroptera,Myotis_laniger,3.7,mainland,LC
Chiroptera,Myotis_leibii,5.1,mainland,LC
Chiroptera,Myotis_levis,5.5,mainland,LC
Chiroptera,Myotis_longipes,7.5,mainland,DD
Chiroptera,Myotis_lucifugus,7.6,mainland,LC
Chiroptera,Myotis_macrodactylus,7.2,mainland,LC
Chiroptera,Myotis_macropus,10,mainland,LC
Chiroptera,Myotis_melanorhinus,5.9,mainland,LC
Chiroptera,Myotis_montivagus,8.3,mainland,LC
Chiroptera,Myotis_morrisi,7.7,mainland,DD
Chiroptera,Myotis_muricola,4.1,mainland,LC
Chiroptera,Myotis_myotis,34,mainland,LC
Chiroptera,Myotis_mystacinus,6,mainland,LC
Chiroptera,Myotis_nattereri,7.1,mainland,LC
Chiroptera,Myotis_nesopolus,3.5,mainland,LC
Chiroptera,Myotis_nigricans,4.2,mainland,LC
Chiroptera,Myotis_nipalensis,6.3,mainland,LC
Chiroptera,Myotis_occultus,8,mainland,LC
Chiroptera,Myotis_oreias,7.1,mainland,DD
Chiroptera,Myotis_oxyotus,5.5,mainland,LC
Chiroptera,Myotis_peninsularis,7,mainland,EN
Chiroptera,Myotis_pequinius,17.1,mainland,LC
Chiroptera,Myotis_pilosus,15.6,mainland,NT
