Order,Family,Genus,Species,Latin_binomial,Island,Size_ratio,Body_mass_mainland_taxon,Body_mass_island_taxon,Log_Size_ratio,Magnitude_body_size_change,Direction_body_size_change,IUCN_Category,Endemism,Source,Original_source,Notes
Pilosa,Bradypodidae,Bradypus,variegatus,Bradypus_variegatus,Cayo Agua,0.752,3860,2902.72,-0.123782159,0.123782159,dwarfism,LC,no,Meiri et al. 2008b,Anderson & Handley 2002,
Pilosa,Bradypodidae,Bradypus,variegatus,Bradypus_variegatus,Colon,0.78,3860,3010.8,-0.107905397,0.107905397,dwarfism,LC,no,Meiri et al. 2008b,Anderson & Handley 2002,
Pilosa,Bradypodidae,Bradypus,variegatus,Bradypus_variegatus,Cayo Nancy,0.866,3860,3342.76,-0.062482108,0.062482108,dwarfism,LC,no,Meiri et al. 2008b,Anderson & Handley 2002,
Pilosa,Bradypodidae,Bradypus,variegatus,Bradypus_variegatus,San Cristobal Panama,0.984,3860,3798.24,-0.007004902,0.007004902,dwarfism,LC,no,Meiri et al. 2008b,Anderson & Handley 2002,
Pilosa,Bradypodidae,Bradypus,variegatus,Bradypus_variegatus,Popa,1.01,3860,3898.6,0.004321374,0.004321374,gigantism,LC,no,Meiri et al. 2008b,Anderson & Handley 2002,
Rodentia,Sciuridae,Callosciurus,caniceps,Callosciurus_caniceps,Langkawi,1.033851476,311.2549238,321.7913625,0.014458152,0.014458152,gigantism,LC,no,Benítez-López et al. 2021,Hill 1960,
Rodentia,Sciuridae,Callosciurus,caniceps,Callosciurus_caniceps,Mohea,0.643,265,170.395,-0.191789027,0.191789027,dwarfism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,caniceps,Callosciurus_caniceps,Telibon,0.803,265,212.795,-0.095284455,0.095284455,dwarfism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,caniceps,Callosciurus_caniceps,Koh Rah,0.954,265,252.81,-0.020451625,0.020451625,dwarfism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,caniceps,Callosciurus_caniceps,Koh Mapraw,0.967,265,256.255,-0.014573526,0.014573526,dwarfism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,caniceps,Callosciurus_caniceps,Koh Naka,0.967,265,256.255,-0.014573526,0.014573526,dwarfism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,caniceps,Callosciurus_caniceps,Terutau,0.995,265,263.675,-0.002176919,0.002176919,dwarfism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,caniceps,Callosciurus_caniceps,Panjang,1.05,265,278.25,0.021189299,0.021189299,gigantism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,caniceps,Callosciurus_caniceps,Koh Samui,1.123,265,297.595,0.050379756,0.050379756,gigantism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,caniceps,Callosciurus_caniceps,Koh Phangan,1.168,265,309.52,0.067442843,0.067442843,gigantism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,erythraeus,Callosciurus_erythraeus,Hainan,1.126,265,298.39,0.051538391,0.051538391,gigantism,LC,no,Meiri et al. 2008b,Allen 1938,
Rodentia,Sciuridae,Callosciurus,erythraeus,Callosciurus_erythraeus,Koh Lak,1.468,283,415.444,0.166726056,0.166726056,gigantism,LC,no,Meiri et al. 2008b,Kloss 1919,
Rodentia,Sciuridae,Callosciurus,finlaysonii,Callosciurus_finlaysonii,Koh Lan,0.521,300,156.3,-0.283162277,0.283162277,dwarfism,LC,no,Meiri et al. 2008b,Kloss 1919,
Rodentia,Sciuridae,Callosciurus,honkhoaiensis,Callosciurus_honkhoaiensis,Hon Khoai,0.485735497,314.3,152.6666667,-0.313600158,0.313600158,dwarfism,not_assessed_yet,yes,Benítez-López et al. 2021,Nguyen et al. 2018,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Karamian,0.780478845,273.4586843,213.4287181,-0.107638864,0.107638864,dwarfism,LC,no,Benítez-López et al. 2021,Lyon 1911,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Matasiri,0.892505668,273.4586843,244.0634258,-0.049389017,0.049389017,dwarfism,LC,no,Benítez-López et al. 2021,,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Datu,0.948797733,273.4586843,259.4569796,-0.022826362,0.022826362,dwarfism,LC,no,Benítez-López et al. 2021,,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Laut,1.11699454,245.9266635,274.6987403,0.04805105,0.04805105,gigantism,LC,no,Benítez-López et al. 2021,,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Lamukotan,1.188097793,273.4586843,324.8956594,0.074852189,0.074852189,gigantism,LC,no,Benítez-López et al. 2021,,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Laut,0.822749672,210,172.7774311,-0.084732282,0.084732282,dwarfism,LC,no,Lomolino et al. 2013,Miller 1901,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Natuna Besar,1.096660776,210,230.2987629,0.04007231,0.04007231,gigantism,LC,no,Lomolino et al. 2013,Miller 1901,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Aur,0.625,210,131.25,-0.204119983,0.204119983,dwarfism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Dayang,0.711,210,149.31,-0.148130399,0.148130399,dwarfism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Pemanggil,0.717,210,150.57,-0.144480844,0.144480844,dwarfism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Little Karimun,0.754,210,158.34,-0.122628654,0.122628654,dwarfism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Pannow,0.776,210,162.96,-0.110138279,0.110138279,dwarfism,LC,no,Meiri et al. 2008b,Miller 1903b,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Pinang,0.885,210,185.85,-0.053056729,0.053056729,dwarfism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Malawali,0.919,210,192.99,-0.036684489,0.036684489,dwarfism,LC,no,Meiri et al. 2008b,Chasen & Kloss 1931,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Tinggi,0.985,210,206.85,-0.00656377,0.00656377,dwarfism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Bulan,1.023,210,214.83,0.009875634,0.009875634,gigantism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Bangkaru,1.031,210,216.51,0.013258665,0.013258665,gigantism,LC,no,Meiri et al. 2008b,Miller 1903a,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Musala,1.063,210,223.23,0.026533265,0.026533265,gigantism,LC,no,Meiri et al. 2008b,Miller 1903a,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Singapore,1.077,210,226.17,0.032215703,0.032215703,gigantism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Natuna Besar,1.124,210,236.04,0.050766311,0.050766311,gigantism,LC,no,Meiri et al. 2008b,Miller 1901,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Padang,1.146,210,240.66,0.059184618,0.059184618,gigantism,LC,no,Meiri et al. 2008b,Lyon 1908,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Tuangku,1.154,210,242.34,0.062205809,0.062205809,gigantism,LC,no,Meiri et al. 2008b,Miller 1903a,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Bintan,1.168,210,245.28,0.067442843,0.067442843,gigantism,LC,no,Meiri et al. 2008b,Hill 1960,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Tebing Tinggi,1.253,210,263.13,0.097951071,0.097951071,gigantism,LC,no,Meiri et al. 2008b,Lyon 1908,
Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus_notatus,Rupat,1.296,210,272.16,0.112605002,0.112605002,gigantism,LC,no,Meiri et al. 2008b,Lyon 1908,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Sumatra,0.969823361,521.8530823,506.1053102,-0.013307359,0.013307359,dwarfism,LC,no,Benítez-López et al. 2021,Heaney 1978,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,St Barbe Islands,0.48,400,192,-0.318758763,0.318758763,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Serasan ,0.57,400,228,-0.244125144,0.244125144,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Panebangan ,0.7,400,280,-0.15490196,0.15490196,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Uwi,0.72,400,288,-0.142667504,0.142667504,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Pelapis,0.75,400,300,-0.124938737,0.124938737,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Karimata ,0.81,400,324,-0.091514981,0.091514981,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Mendanau ,0.83,400,332,-0.080921908,0.080921908,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Temaju ,0.84,400,336,-0.075720714,0.075720714,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Borneo,0.947734304,400,379.0937216,-0.023313399,0.023313399,dwarfism,LC,no,Lomolino et al. 2013,Meiri et al. 2008a,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Karimunbesar,0.96,400,384,-0.017728767,0.017728767,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Penjalei ,1.18,400,472,0.071882007,0.071882007,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Bangka ,1.23,400,492,0.089905111,0.089905111,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Rupat ,1.25,400,500,0.096910013,0.096910013,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Balambangan,0.682,400,272.8,-0.166215625,0.166215625,dwarfism,LC,no,Meiri et al. 2008b,Nor 1996,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Banggi,0.787,400,314.8,-0.104025268,0.104025268,dwarfism,LC,no,Meiri et al. 2008b,Chasen & Kloss 1931,
Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus_prevostii,Kundur,1.071,400,428.4,0.029789471,0.029789471,gigantism,LC,no,Meiri et al. 2008b,Heaney 1978,
Carnivora,Canidae,Canis,aureus,Canis_aureus,Korcula,0.677,9680,6553.36,-0.169411331,0.169411331,dwarfism,LC,no,Meiri et al. 2008b,Krystufek & Tvrtkovic 1990,
Carnivora,Canidae,Canis,aureus,Canis_aureus,Mljet,0.741,9680,7172.88,-0.130181792,0.130181792,dwarfism,LC,no,Meiri et al. 2008b,Krystufek & Tvrtkovic 1990,
Carnivora,Canidae,Canis,aureus,Canis_aureus,Sri Lanka,1.041973948,9680,10086.30782,0.017856861,0.017856861,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2004a,
Carnivora,Canidae,Canis,latrans,Canis_latrans,Tiburon,0.687994375,20652.16905,14208.57614,-0.162415112,0.162415112,dwarfism,LC,no,Benítez-López et al. 2021,Gonzalez-Quintero 2004,
Carnivora,Canidae,Canis,latrans,Canis_latrans,Tiburon,0.961,12000,11532,-0.017276612,0.017276612,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Canidae,Canis,latrans,Canis_latrans,Magdalena,1.105,12000,13260,0.043362278,0.043362278,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Baffin ,0.39,35000,13650,-0.408935393,0.408935393,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Banks Arctic Archipelago,0.43,35000,15050,-0.366531544,0.366531544,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Ellesmere ,0.45,35000,15750,-0.346787486,0.346787486,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Prince Patrick ,0.45,35000,15750,-0.346787486,0.346787486,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Prince of Wales Alaska,0.795052192,35000,27826.82671,-0.099604361,0.099604361,dwarfism,LC,no,Lomolino et al. 2013,Meiri et al. 2004a,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Vancouver  ,0.89083251,35000,31179.13784,-0.050203942,0.050203942,dwarfism,LC,no,Lomolino et al. 2013,Meiri et al. 2004a,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Read,0.861,35000,30135,-0.064996849,0.064996849,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Gambier,0.936,35000,32760,-0.028724151,0.028724151,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Kuiu,0.944,35000,33040,-0.025028006,0.025028006,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Kosciusko,0.946,35000,33110,-0.024108864,0.024108864,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Kupreanof,0.949,35000,33215,-0.022733788,0.022733788,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Revillagigedo,0.95,35000,33250,-0.022276395,0.022276395,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Wrangell Alaska,0.97,35000,33950,-0.013228266,0.013228266,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Axel Heiberg,0.991,35000,34685,-0.003926346,0.003926346,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Quadra,1.034,35000,36190,0.014520539,0.014520539,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Canidae,Canis,lupus,Canis_lupus,Heceta,1.185,35000,41475,0.07371835,0.07371835,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Rodentia,Capromyidae,Capromys,pilorides_(=_Mysateles_garridoi),Capromys_pilorides_(=_Mysateles_garridoi),Cayo Maja 3,0.404530744,3090,1250,-0.393048466,0.393048466,dwarfism,CR,yes,McCreless et al. 2016,,
Rodentia,Capromyidae,Capromys,pilorides_(=_Mysateles_gundlachi),Capromys_pilorides_(=_Mysateles_gundlachi),Isla de la Juventud,0.560355987,3090,1731.5,-0.251535984,0.251535984,dwarfism,EN,yes,McCreless et al. 2016,,
Rodentia,Capromyidae,Capromys,pilorides_(=_Mysateles_meridionalis),Capromys_pilorides_(=_Mysateles_meridionalis),Isla de la Juventud,0.544174757,3090,1681.5,-0.264261608,0.264261608,dwarfism,CR,yes,McCreless et al. 2016,,
Primates,Tarsiidae,Carlito,syrichta,Carlito_syrichta,Biliran,0.691649971,263.3729726,182.1619089,-0.160113637,0.160113637,dwarfism,NT,yes,Benítez-López et al. 2021,de la Cruz & Casas Jr 2015,
Primates,Tarsiidae,Carlito,syrichta,Carlito_syrichta,Biliran,0.837921884,51.83524402,43.43388535,-0.076796467,0.076796467,dwarfism,NT,yes,Benítez-López et al. 2021,de la Cruz & Casas Jr 2015,
Primates,Tarsiidae,Carlito,syrichta,Carlito_syrichta,Bohol,0.947275702,263.3729726,249.4868174,-0.023523603,0.023523603,dwarfism,NT,yes,Benítez-López et al. 2021,de la Cruz & Casas Jr 2015,
Primates,Tarsiidae,Carlito,syrichta,Carlito_syrichta,Leyte,1.057125594,263.3729726,278.41831,0.024126587,0.024126587,gigantism,NT,yes,Benítez-López et al. 2021,de la Cruz & Casas Jr 2015,
Primates,Tarsiidae,Carlito,syrichta,Carlito_syrichta,Samar,1.059586641,263.3729726,279.0664834,0.025136474,0.025136474,gigantism,NT,yes,Benítez-López et al. 2021,de la Cruz & Casas Jr 2015,
Rodentia,Castoridae,Castor,canadensis,Castor_canadensis,Vancouver ,0.79,20000,15800,-0.102372909,0.102372909,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Castoridae,Castor,canadensis,Castor_canadensis,Admiralty,0.98,20000,19600,-0.008773924,0.008773924,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Caviidae,Cavia,intermedia,Cavia_intermedia,Moleques do Sul,1.291987501,448.05,578.875,0.111258312,0.111258312,gigantism,CR,yes,Benítez-López et al. 2021,Cherem et al. 1999,
Primates,Cebidae,Cebus,capucinus_curtus,Cebus_capucinus_curtus,Gorgona,0.264310468,3500,925.0866395,-0.577885636,0.577885636,dwarfism,VU,yes,Lomolino et al. 2013,Bromham & Cardillo 2007,
Primates,Tarsiidae,Cephalopachus,bancanus,Cephalopachus_bancanus,Belitung,0.863967391,131.4285714,113.55,-0.063502649,0.063502649,dwarfism,VU,yes,Benítez-López et al. 2021,Sahimi et al. 2018: Yustian 2007,
Primates,Tarsiidae,Cephalopachus,bancanus,Cephalopachus_bancanus,Natuna Besar,1.044111425,128,133.6462624,0.018746848,0.018746848,gigantism,VU,yes,Lomolino et al. 2013,Bromham & Cardillo 2007,
Diprotodontia,Burramyidae,Cercartetus,concinnus,Cercartetus_concinnus,Kangaroo,0.743,14.1,10.4763,-0.129011186,0.129011186,dwarfism,LC,no,Meiri et al. 2008b,Wood-Jones 1924,
Primates,Cercopithecidae,Cercopithecus,erythrotis,Cercopithecus_erythrotis_,Bioko,0.463082699,8000,3704.661592,-0.334341444,0.334341444,dwarfism,VU,no,Lomolino et al. 2013,Butynski et al. 2009,
Primates,Cercopithecidae,Cercopithecus,nictitans,Cercopithecus_nictitans,Bioko,0.839648849,5373.394737,4511.764706,-0.075902303,0.075902303,dwarfism,NT,no,Benítez-López et al. 2021,Butynski et al. 2009,
Primates,Cercopithecidae,Cercopithecus,pogonias_pogonias,Cercopithecus_pogonias_pogonias,Bioko,1.163880446,2820,3282.142857,0.065908372,0.065908372,gigantism,VU,yes,Benítez-López et al. 2021,Butynski et al. 2009,
Artiodactyla,Cervidae,Cervus,elaphus,Cervus_elaphus,Vancouver ,0.61,225000,137250,-0.214670165,0.214670165,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Artiodactyla,Cervidae,Cervus,elaphus,Cervus_elaphus,Jura,1.076,240000,258240,0.031812271,0.031812271,gigantism,LC,no,Meiri et al. 2008b,Miller 1912,
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,Yakushima,0.712566107,38415.7595,27373.76818,-0.147174839,0.147174839,dwarfism,LC,no,Benítez-López et al. 2021,Terada et al. 2012,
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,Kerama,0.720573583,38415.7595,27681.38147,-0.142321664,0.142321664,dwarfism,LC,no,Benítez-López et al. 2021,Terada et al. 2012,
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,Kuchinoerabujima,0.731046434,38415.7595,28083.704,-0.136055037,0.136055037,dwarfism,LC,no,Benítez-López et al. 2021,Terada et al. 2012,
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,Wakamatsujima,0.767283019,38415.7595,29475.75993,-0.115044413,0.115044413,dwarfism,LC,no,Benítez-López et al. 2021,Terada et al. 2012,
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,Nozakijima,0.848259771,38415.7595,32586.54336,-0.071471129,0.071471129,dwarfism,LC,no,Benítez-López et al. 2021,Terada et al. 2012,
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,Tanegashima,0.864414531,38415.7595,33207.14075,-0.063277941,0.063277941,dwarfism,LC,no,Benítez-López et al. 2021,Terada et al. 2012,
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,Kyushu,0.90127183,52475.75,47294.91525,-0.045144203,0.045144203,dwarfism,LC,no,Benítez-López et al. 2021,Kubo & Takatsuki 2015,
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,Shodoshima,0.928111239,52475.75,48703.33333,-0.032399968,0.032399968,dwarfism,LC,no,Benítez-López et al. 2021,Kubo & Takatsuki 2015,
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,Tsushima,1.043974345,38415.7595,40105.06738,0.018689826,0.018689826,gigantism,LC,no,Benítez-López et al. 2021,Terada et al. 2012,
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,Tsushima,1.09293591,52475.75,57352.63158,0.038594696,0.038594696,gigantism,LC,no,Benítez-López et al. 2021,Kubo & Takatsuki 2015,
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,Nakajima,1.339869702,44332.669,59400,0.127062567,0.127062567,gigantism,LC,no,Benítez-López et al. 2021,Kubo & Takatsuki 2015,
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,Hokkaido,1.903798159,52475.75,99903.23625,0.279620903,0.279620903,gigantism,LC,no,Benítez-López et al. 2021,Kubo & Takatsuki 2015,
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,Itsukushima,2.00754888,44332.669,89000,0.302666128,0.302666128,gigantism,LC,no,Benítez-López et al. 2021,Kubo & Takatsuki 2015,
Rodentia,Heteromyidae,Chaetodipus,arenarius,Chaetodipus_arenarius,Magdalena ,0.88,25,22,-0.055517328,0.055517328,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Heteromyidae,Chaetodipus,arenarius,Chaetodipus_arenarius,Jacques Cousteau,1.37,25,34.25,0.136720567,0.136720567,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Heteromyidae,Chaetodipus,arenarius,Chaetodipus_arenarius,Santa Margarita,0.947,23,21.781,-0.023650021,0.023650021,dwarfism,LC,no,Meiri et al. 2008b,Lawlor 1982,
Rodentia,Heteromyidae,Chaetodipus,baileyi,Chaetodipus_baileyi,Tiburon ,0.98,35,34.3,-0.008773924,0.008773924,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Heteromyidae,Chaetodipus,baileyi,Chaetodipus_baileyi,Monserrate ,1,35,35,0,0,no_change,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Heteromyidae,Chaetodipus,fallax,Chaetodipus_fallax,Cedros ,1,25,25,0,0,no_change,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Heteromyidae,Chaetodipus,intermedius,Chaetodipus_intermedius,Tiburon,0.764,16.5,12.606,-0.116906641,0.116906641,dwarfism,LC,no,Meiri et al. 2008b,Lawlor 1982,
Rodentia,Heteromyidae,Chaetodipus,penicillatus,Chaetodipus_penicillatus,Tiburon,0.768,15,11.52,-0.11463878,0.11463878,dwarfism,LC,no,Meiri et al. 2008b,Lawlor 1982,
