Order,Family,Genus,Species,Latin_binomial,Island,Size_ratio,Body_mass_mainland_taxon,Body_mass_island_taxon,Log_Size_ratio,Magnitude_body_size_change,Direction_body_size_change,IUCN_Category,Endemism,Source,Original_source,Notes
Rodentia,Cricetidae,Microtus,pennsylvanicus,Microtus_pennsylvanicus,Douglas ,1.45,45,65.25,0.161368002,0.161368002,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Microtus,pennsylvanicus,Microtus_pennsylvanicus,Gull ,1.48,45,66.6,0.170261715,0.170261715,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Microtus,pennsylvanicus,Microtus_pennsylvanicus,Iroquois ,1.51,45,67.95,0.178976947,0.178976947,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Microtus,townsendii,Microtus_townsendii,Bowen ,0.74,65,48.1,-0.13076828,0.13076828,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Microtus,townsendii,Microtus_townsendii,Vancouver ,0.81,65,52.65,-0.091514981,0.091514981,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Microtus,townsendii,Microtus_townsendii,Vancouver ,1.22,65,79.3,0.086359831,0.086359831,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Microtus,townsendii,Microtus_townsendii,Triangle ,1.4,65,91,0.146128036,0.146128036,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Chiroptera,Vespertilionidae,Miniopterus,australis,Miniopterus_australis,Balambangan,1.135,7.36,8.3536,0.054995862,0.054995862,gigantism,LC,no,Meiri et al. 2008b,Nor 1996,
Chiroptera,Vespertilionidae,Miniopterus,schreibersi,Miniopterus_schreibersi,Hainan,1.137530492,8.861853786,10.0806289,0.055963047,0.055963047,gigantism,VU,no,Benítez-López et al. 2021 ,Allen 1938,
Chiroptera,Vespertilionidae,Miniopterus,schreibersi,Miniopterus_schreibersi,Mallorca,0.915,10.9,9.9735,-0.038578906,0.038578906,dwarfism,VU,no,Meiri et al. 2008b,Miller 1912,
Chiroptera,Vespertilionidae,Miniopterus,schreibersi,Miniopterus_schreibersi,Menorca,0.941,10.9,10.2569,-0.026410377,0.026410377,dwarfism,VU,no,Meiri et al. 2008b,Miller 1912,
Chiroptera,Vespertilionidae,Miniopterus,schreibersi,Miniopterus_schreibersi,Lesvos,1.008,10.9,10.9872,0.003460532,0.003460532,gigantism,VU,no,Meiri et al. 2008b,Iliopoulou-Georgudaki 1986,
Chiroptera,Vespertilionidae,Miniopterus,schreibersi,Miniopterus_schreibersi,Elba,1.043,10.9,11.3687,0.018284308,0.018284308,gigantism,VU,no,Meiri et al. 2008b,Miller 1912,
Chiroptera,Vespertilionidae,Miniopterus,schreibersi,Miniopterus_schreibersi,Sicily,1.065,10.9,11.6085,0.027349608,0.027349608,gigantism,VU,no,Meiri et al. 2008b,Miller 1912,
Chiroptera,Vespertilionidae,Miniopterus,schreibersi,Miniopterus_schreibersi,Sardinia,1.098,10.9,11.9682,0.04060234,0.04060234,gigantism,VU,no,Meiri et al. 2008b,Miller 1912,
Eulipotyphla,Talpidae,Mogera,imaizumii,Mogera_imaizumii,Awashima,1.094058896,97.97632989,107.1918753,0.039040702,0.039040702,gigantism,LC,yes,Benítez-López et al. 2021 ,Abe 1996,
Eulipotyphla,Talpidae,Mogera,imaizumii,Mogera_imaizumii,Shikoku,0.861,64.5,55.5345,-0.064996849,0.064996849,dwarfism,LC,yes,Meiri et al. 2008b,Abe 1996,
Eulipotyphla,Talpidae,Mogera,insularis,Mogera_insularis,Hainan,1.678,57,95.646,0.224791956,0.224791956,gigantism,LC,no,Meiri et al. 2008b,Allen 1938,
Eulipotyphla,Talpidae,Mogera,tokudae,Mogera_tokudae,Sado,0.857500736,172.493896,147.9136427,-0.066765499,0.066765499,dwarfism,NT,yes,Benítez-López et al. 2021 ,Abe 1996,
Eulipotyphla,Talpidae,Mogera,wogura,Mogera_wogura,Oki,1.042368909,148.7756828,155.0791461,0.018021449,0.018021449,gigantism,LC,yes,Benítez-López et al. 2021 ,Abe 1996,
Eulipotyphla,Talpidae,Mogera,wogura,Mogera_wogura,Tanegashima,0.823,67.9,55.8817,-0.084600165,0.084600165,dwarfism,LC,yes,Meiri et al. 2008b,Abe 1996,
Eulipotyphla,Talpidae,Mogera,wogura,Mogera_wogura,Tsushima,0.828,67.9,56.2212,-0.081969663,0.081969663,dwarfism,LC,yes,Meiri et al. 2008b,Abe 1996,
Eulipotyphla,Talpidae,Mogera,wogura,Mogera_wogura,Yakushima,0.882,67.9,59.8878,-0.054531415,0.054531415,dwarfism,LC,yes,Meiri et al. 2008b,Abe 1996,
Eulipotyphla,Talpidae,Mogera,wogura,Mogera_wogura,Kyushu,0.928,67.9,63.0112,-0.032452024,0.032452024,dwarfism,LC,yes,Meiri et al. 2008b,Abe 1996,
Eulipotyphla,Talpidae,Mogera,wogura,Mogera_wogura,Shikoku,1.09,67.9,74.011,0.037426498,0.037426498,gigantism,LC,yes,Meiri et al. 2008b,Abe 1996,
Artiodactyla,Cervidae,Muntiacus,muntjak,Muntiacus_muntjak,Borneo,0.747942598,14125.37545,10564.97001,-0.126131731,0.126131731,dwarfism,LC,no,Lomolino et al. 2013,Meiri et al. 2008a,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Graham ,0.72,75,54,-0.142667504,0.142667504,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Vancouver ,0.86,75,64.5,-0.065501549,0.065501549,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Ireland,0.881698203,75,66.12736526,-0.054680044,0.054680044,dwarfism,LC,no,Lomolino et al. 2013,Meiri et al. 2004a,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Mitkof,0.958876944,75,71.91577083,-0.018237124,0.018237124,dwarfism,LC,no,Lomolino et al. 2013,Meiri et al. 2004a,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Kodiak ,1.01,75,75.75,0.004321374,0.004321374,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Chichagof ,1.03,75,77.25,0.012837225,0.012837225,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Newfoundland,1.093045301,75,81.97839757,0.038638162,0.038638162,gigantism,LC,no,Lomolino et al. 2013,Meiri et al. 2004a,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Sjaelland,1.093363664,75,82.00227477,0.038764637,0.038764637,gigantism,LC,no,Lomolino et al. 2013,Meiri et al. 2004a,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Britain,1.223326452,75,91.74948393,0.087542367,0.087542367,gigantism,LC,no,Lomolino et al. 2013,Meiri et al. 2004a,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Islay ,1.26,75,94.5,0.100370545,0.100370545,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Jura ,1.4,75,105,0.146128036,0.146128036,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Etolin,0.587,75,44.025,-0.231361899,0.231361899,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2008b,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Baillie,0.694,75,52.05,-0.15864053,0.15864053,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2008b,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Skye,0.791,75,59.325,-0.101823517,0.101823517,dwarfism,LC,no,Meiri et al. 2008b,Miller 1912,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Revillagigedo,0.796,75,59.7,-0.099086932,0.099086932,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Tukarak,0.802,75,60.15,-0.095825632,0.095825632,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2008b,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Jersey,0.813,75,60.975,-0.089909454,0.089909454,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Flaherty,0.85,75,63.75,-0.070581074,0.070581074,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2008b,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Lolland,0.908,75,68.1,-0.041914151,0.041914151,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Wrangell Alaska,0.905,75,67.875,-0.043351421,0.043351421,dwarfism,LC,no,Meiri et al. 2008b,Hall 1951,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Afognak,0.919,75,68.925,-0.036684489,0.036684489,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Karaginsky,0.922,75,69.15,-0.035269079,0.035269079,dwarfism,LC,no,Meiri et al. 2008b,Vershinin 1972,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Saltspring,0.924,75,69.3,-0.034328029,0.034328029,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Falster,0.932,75,69.9,-0.030584088,0.030584088,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Moresby,0.937,75,70.275,-0.028260409,0.028260409,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Cape Breton,0.968,75,72.6,-0.014124643,0.014124643,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Southampton,0.973,75,72.975,-0.01188716,0.01188716,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Admiralty,0.978,75,73.35,-0.009661145,0.009661145,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Fyn,0.977,75,73.275,-0.010105436,0.010105436,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Isle of Man,0.981,75,73.575,-0.008330993,0.008330993,dwarfism,LC,no,Meiri et al. 2008b,Miller 1912,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Whidbey,0.975,75,73.125,-0.010995384,0.010995384,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Barter,1.002,75,75.15,0.000867722,0.000867722,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Ymer,0.997,75,74.775,-0.001304842,0.001304842,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Unimak,1.093,75,81.975,0.038620162,0.038620162,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Charlton,1.149,75,86.175,0.060320029,0.060320029,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Douglas,1.164,75,87.3,0.06595298,0.06595298,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2008b,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Heceta,1.232,75,92.4,0.090610708,0.090610708,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2008b,
Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,Suemez,1.295,75,97.125,0.112269768,0.112269768,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,itatsi,Mustela_itatsi,Sado,0.772,532,410.704,-0.1123827,0.1123827,dwarfism,NT,yes,Meiri et al. 2008b,Meiri et al. 2008b,
Carnivora,Mustelidae,Mustela,itatsi,Mustela_itatsi,Shikoku,0.884,532,470.288,-0.053547735,0.053547735,dwarfism,NT,yes,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,itatsi,Mustela_itatsi,Iki,0.954,532,507.528,-0.020451625,0.020451625,dwarfism,NT,yes,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,itatsi,Mustela_itatsi,Kyushu,1.161,532,617.652,0.06483222,0.06483222,gigantism,NT,yes,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,itatsi,Mustela_itatsi,Yakushima,1.07513865,347.25484,373.3471,0.031464475,0.031464475,gigantism,NT,yes,This study,Suzuki & Matsumoto 2020,Body mass estimates obtained from CBL values in Suzuki & Matsumoto 2020 based on the equation for Mustelidae in Benítez-López et al. 2021: log10(mass g) = -4.2989  +3.9723*log10(CBL mm). Body size ratio obtained by dividing mean body mass of insular populations by mainland mass from Kagoshima.
Carnivora,Mustelidae,Mustela,itatsi,Mustela_itatsi,Kamikoshikijima,1.159467957,347.25484,402.63086,0.064258751,0.064258751,gigantism,NT,yes,This study,Suzuki & Matsumoto 2020,Body mass estimates obtained from CBL values in Suzuki & Matsumoto 2020 based on the equation for Mustelidae in Benítez-López et al. 2021: log10(mass g) = -4.2989  +3.9723*log10(CBL mm). Body size ratio obtained by dividing mean body mass of insular populations by mainland mass from Kagoshima
Carnivora,Mustelidae,Mustela,nivalis,Mustela_nivalis,Britain,1.32158429,79.9,105.5945848,0.121094868,0.121094868,gigantism,LC,no,Lomolino et al. 2013,Meiri et al. 2004a,
Carnivora,Mustelidae,Mustela,nudipes,Mustela_nudipes,Borneo,1.016643911,501.1872336,509.5289496,0.007168864,0.007168864,gigantism,LC,no,Lomolino et al. 2013,Meiri et al. 2008a,
Carnivora,Mustelidae,Mustela,putorius,Mustela_putorius,Sjaelland,0.991,984,975.144,-0.003926346,0.003926346,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,sibirica,Mustela_sibirica,Yakushima,0.649,532,345.268,-0.187755303,0.187755303,dwarfism,LC,no,Lomolino et al. 2013,Meiri et al. 2008a,
Carnivora,Mustelidae,Mustela,sibirica,Mustela_sibirica,Chongming,0.908959538,532,483.566474,-0.041455449,0.041455449,dwarfism,LC,no,Lomolino et al. 2013,Helin 1987,
Carnivora,Mustelidae,Mustela,sibirica,Mustela_sibirica,Jeju,0.709,532,377.188,-0.149353765,0.149353765,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Mustela,sibirica,Mustela_sibirica,Tsushima,0.934,532,496.888,-0.029653124,0.029653124,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2008b,
Carnivora,Mephitidae,Mydaus,javanensis,Mydaus_javanensis,Borneo,1.090403422,2511.886432,2738.969561,0.037587206,0.037587206,gigantism,LC,yes,Lomolino et al. 2013,Meiri et al. 2008a,
Carnivora,Mephitidae,Mydaus,javanensis,Mydaus_javanensis,Natuna Besar,0.883,2511.886432,2217.995719,-0.054039296,0.054039296,dwarfism,LC,yes,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mephitidae,Mydaus,marchei,Mydaus_marchei,Busuanga,0.761,2500,1902.5,-0.118615343,0.118615343,dwarfism,LC,yes,Meiri et al. 2008b,Meiri et al. 2006,
Rodentia,Cricetidae,Myodes,gapperi,Myodes_gapperi,Wrangell Alaska,1.36,24,32.64,0.133538908,0.133538908,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Myodes,gapperi,Myodes_gapperi,Revillagigedo,0.832,19.8,16.4736,-0.079876674,0.079876674,dwarfism,LC,no,Meiri et al. 2008b,Hall & Cockrum 1952,
Rodentia,Cricetidae,Myodes,glareolus,Myodes_glareolus,Anglesey,0.938,20.7,19.4166,-0.027797162,0.027797162,dwarfism,LC,no,Meiri et al. 2008b,Miller 1912,
Rodentia,Cricetidae,Myodes,glareolus,Myodes_glareolus,Sjaelland,0.941,20.7,19.4787,-0.026410377,0.026410377,dwarfism,LC,no,Meiri et al. 2008b,Miller 1912,
Rodentia,Cricetidae,Myodes,glareolus,Myodes_glareolus,Lolland,1.058,20.7,21.9006,0.024485668,0.024485668,gigantism,LC,no,Meiri et al. 2008b,Miller 1912,
Rodentia,Cricetidae,Myodes,rutilus,Myodes_rutilus,Hinchinbrook ,1.16,24,27.84,0.064457989,0.064457989,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Myodes,rutilus,Myodes_rutilus,Hawkins ,1.17,24,28.08,0.068185862,0.068185862,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Myodes,rutilus,Myodes_rutilus,St Lawrence ,1.42,24,34.08,0.152288344,0.152288344,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Chiroptera,Pteropodidae,Myonycteris,angolensis,Myonycteris_angolensis,Bioko,0.842612962,67.7,57.04489753,-0.074371864,0.074371864,dwarfism,LC,no,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Myonycteris,angolensis,Myonycteris_angolensis,Bioko,0.964,67.7,65.2628,-0.015922966,0.015922966,dwarfism,LC,no,Meiri et al. 2008b,Krzanowski 1967,
Chiroptera,Vespertilionidae,Myotis,attenboroughi,Myotis_attenboroughi,Tobago,0.945996657,5.816587638,5.502472458,-0.024110399,0.024110399,dwarfism,not_assessed_yet,yes,Benítez-López et al. 2021 ,Moratelli et al. 2017,
Chiroptera,Vespertilionidae,Myotis,blythii,Myotis_blythii,Malta,0.84,22.1,18.564,-0.075720714,0.075720714,dwarfism,LC,no,Meiri et al. 2008b,Miller 1912,
Chiroptera,Vespertilionidae,Myotis,blythii,Myotis_blythii,Sardinia,1.125,22.1,24.8625,0.051152522,0.051152522,gigantism,LC,no,Meiri et al. 2008b,Miller 1912,
Chiroptera,Vespertilionidae,Myotis,blythii,Myotis_blythii,Crete,1.206,22.1,26.6526,0.081347308,0.081347308,gigantism,LC,no,Meiri et al. 2008b,Miller 1912,
Chiroptera,Vespertilionidae,Myotis,capaccinii,Myotis_capaccinii,Mallorca,0.882,8.14,7.17948,-0.054531415,0.054531415,dwarfism,VU,no,Meiri et al. 2008b,Miller 1912,
Chiroptera,Vespertilionidae,Myotis,muricola,Myotis_muricola,Nias,0.83,4.8,3.984,-0.080921908,0.080921908,dwarfism,LC,no,Meiri et al. 2008b,Lyon 1916,
Chiroptera,Vespertilionidae,Myotis,muricola,Myotis_muricola,Laut,1.004,4.8,4.8192,0.001733713,0.001733713,gigantism,LC,no,Meiri et al. 2008b,Lyon 1911,
Chiroptera,Vespertilionidae,Myotis,myotis,Myotis_myotis,Sardinia,1.041,25.7,26.7537,0.01745073,0.01745073,gigantism,LC,no,Meiri et al. 2008b,Miller 1912,
Chiroptera,Vespertilionidae,Myotis,myotis,Myotis_myotis,Sicily,1.132,25.7,29.0924,0.053846427,0.053846427,gigantism,LC,no,Meiri et al. 2008b,Miller 1912,
Chiroptera,Vespertilionidae,Myotis,nigricans,Myotis_nigricans,Trinidad,0.945996657,5.816587638,5.502472458,-0.024110399,0.024110399,dwarfism,LC,no,Benítez-López et al. 2021 ,Moratelli et al. 2017,
Chiroptera,Mystacinidae,Mystacina,robusta,Mystacina_robusta,Stewart,0.834,27.4,22.8516,-0.078833949,0.078833949,dwarfism,CR,yes,Meiri et al. 2008b,Worthy et al. 1996,
Rodentia,Sciuridae,Nannosciurus,melanotis,Nannosciurus_melanotis,Bangka,1.004,20,20.08,0.001733713,0.001733713,gigantism,LC,yes,Meiri et al. 2008b,Lyon 1906,
Rodentia,Sciuridae,Nannosciurus,melanotis,Nannosciurus_melanotis,Singkep,1.074,20,21.48,0.031004281,0.031004281,gigantism,LC,yes,Meiri et al. 2008b,Lyon 1906,
Carnivora,Procyonidae,Nasua,narica,Nasua_narica,Cozumel ,0.39,4500,1755,-0.408935393,0.408935393,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Felidae,Neofelis,diardi_borneensis,Neofelis_diardi_borneensis,Borneo,0.90627657,19498.446,17670.98477,-0.042739247,0.042739247,dwarfism,EN,yes,Lomolino et al. 2013,Meiri et al. 2008a,
Rodentia,Cricetidae,Neotoma,albigula,Neotoma_albigula,Turner,0.709,208,147.472,-0.149353765,0.149353765,dwarfism,LC,no,Meiri et al. 2008b,Lawlor 1982,
Rodentia,Cricetidae,Neotoma,albigula,Neotoma_albigula,Tiburon,0.962,208,200.096,-0.016824928,0.016824928,dwarfism,LC,no,Meiri et al. 2008b,Lawlor 1982,
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma_bryanti,Espiritu Santo,0.84,200,168,-0.075720714,0.075720714,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma_bryanti,Santa Margarita ,0.86,200,172,-0.065501549,0.065501549,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma_bryanti,Magdalena ,0.9,200,180,-0.045757491,0.045757491,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma_bryanti,San Francisco ,0.93,200,186,-0.031517051,0.031517051,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma_bryanti,Cedros ,1.01,200,202,0.004321374,0.004321374,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma_bryanti,Carmen ,1.12,200,224,0.049218023,0.049218023,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma_bryanti,San Jose Baja California,1.16,200,232,0.064457989,0.064457989,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma_bryanti,San Martin ,1.16,200,232,0.064457989,0.064457989,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma_bryanti,Todos Santos ,1.2,200,240,0.079181246,0.079181246,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma_bryanti,Danzante ,1.57,200,314,0.195899652,0.195899652,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma_bryanti,San Marcos ,1.81,200,362,0.257678575,0.257678575,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma_bryanti,Coronados ,1.94,200,388,0.28780173,0.28780173,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Bornholm,0.955782933,2016.086569,1926.941135,-0.019640729,0.019640729,dwarfism,LC,no,Benítez-López et al. 2021 ,Pagh et al. 2019,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Koster,1.046602348,1051.02,1100,0.019781705,0.019781705,gigantism,LC,no,Benítez-López et al. 2021 ,Persson et al. 2013,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Nunivak,0.927144592,904,838.1387109,-0.032852531,0.032852531,dwarfism,LC,no,Lomolino et al. 2013,Meiri et al. 2004a,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Chichagof,0.961504803,904,869.2003419,-0.017048542,0.017048542,dwarfism,LC,no,Lomolino et al. 2013,Meiri et al. 2004a,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Baranof,0.974716136,904,881.1433868,-0.011121844,0.011121844,dwarfism,LC,no,Lomolino et al. 2013,Meiri et al. 2004a,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Vancouver ,1.72,904,1554.88,0.235528447,0.235528447,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Admiralty,1.82,904,1645.28,0.260071388,0.260071388,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Coronation,0.892,904,806.368,-0.049635146,0.049635146,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Sidney,0.889,904,803.656,-0.051098239,0.051098239,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Prince of Wales Alaska,0.938,904,847.952,-0.027797162,0.027797162,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Etolin,0.973,904,879.592,-0.01188716,0.01188716,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Kupreanof,0.967,904,874.168,-0.014573526,0.014573526,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Calvert,0.984,904,889.536,-0.007004902,0.007004902,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Cape Breton,0.978,904,884.112,-0.009661145,0.009661145,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Hinchinbrook,0.994,904,898.576,-0.002613616,0.002613616,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Neovison,vison,Neovison_vison,Revillagigedo,1.003,904,906.712,0.001300933,0.001300933,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
